-1.85	0
0.25	-0.55
-0.5	-0.6
-1.95	0
-1.55	0
-1.4	0
-0.35	-0.6
-1.25	0
-1.1	-0.2
-0.8	-0.15
-0.95	-0.2
-0.65	-0.35
-1.7	0
-0.5	-0.55
-1.1	-0.15
-0.8	-0.1
-0.35	-0.55
-0.2	-0.8
-1.8	0
-0.05	-0.8
-1.5	0
0.1	-0.6
-0.95	-0.15
0.4	-0.35
-0.65	-0.3
-0.2	-0.75
-1.35	0
0.25	-0.5
-1.2	-0.15
-0.05	-0.75
-1.65	0
0.1	-0.55
-0.5	-0.5
-0.2	-0.7
-1.1	-0.1
0.25	-0.45
-0.35	-0.5
-0.05	-0.7
-0.8	-0.05
0.1	-0.5
-0.95	-0.1
0.25	-0.4
-0.65	-0.25
-0.2	-0.6
-1.2	-0.1
0.1	-0.45
-0.5	-0.45
-0.05	-0.6
-1.1	-0.05
0.25	-0.35
-0.35	-0.45
-0.2	-0.55
-0.8	0
0.1	-0.4
-1.2	-0.05
-0.05	-0.55
-0.95	-0.05
0.25	-0.3
-0.65	-0.2
-0.2	-0.5
-0.5	-0.4
0.1	-0.35
-1.1	0
-0.05	-0.5
-0.8	0.0500001
0.25	-0.25
-0.35	-0.4
-0.2	-0.45
-1.2	0
0.1	-0.3
-0.95	0
-0.05	-0.45
-0.65	-0.15
0.25	-0.2
-0.5	-0.35
-0.2	-0.4
-1.2	0.0500001
0.1	-0.25
-1.1	0.0500001
-0.05	-0.4
-0.8	0.1
0.25	-0.15
-0.35	-0.35
-0.2	-0.35
-0.95	0.0500001
0.1	-0.2
-0.65	-0.1
-0.05	-0.35
-1.2	0.1
0.25	-0.1
-0.5	-0.3
-0.2	-0.3
-1.1	0.1
0.1	-0.15
-0.8	0.15
-0.05	-0.3
-0.35	-0.3
0.25	-0.05
-0.95	0.1
-0.2	-0.25
-0.65	-0.05
-0.05	-0.25
-1.2	0.15
0.1	-0.1
-0.5	-0.25
0.25	0
-1.1	0.15
-0.2	-0.2
-0.35	-0.25
-0.05	-0.2
-0.95	0.15
0.1	-0.05
-0.65	0
0.25	0.0500001
-0.75	0
-0.2	-0.15
-0.5	-0.2
-0.05	-0.15
-0.35	-0.2
0.1	0
-1.1	0.2
0.25	0.1
-0.95	0.2
-0.2	-0.1
-0.65	0.0500001
-0.05	-0.1
-0.5	-0.15
0.1	0.0500001
-0.35	-0.15
0.25	0.15
-0.65	0.1
-0.2	-0.05
-0.9	-0.2
-0.05	-0.05
-1.05	-0.2
0.1	0.1
-0.5	-0.1
0.25	0.2
-0.35	-0.1
-0.2	0
-0.65	0.15
-0.05	0
-0.9	-0.15
0.1	0.15
-1.05	-0.15
0.25	0.25
-0.5	-0.05
-0.2	0.0500001
-0.35	-0.05
-0.05	0.0500001
-0.65	0.2
0.1	0.2
-0.9	-0.1
0.25	0.3
-1.05	-0.1
-0.2	0.1
-0.5	0
-0.05	0.1
-0.35	0
0.1	0.25
-0.65	0.25
0.25	0.35
-0.9	-0.05
-0.2	0.15
-1.05	-0.05
-0.05	0.15
-0.5	0.0500001
0.1	0.3
