1	0.513756
2	0.537883
3	0.514866
4	0.539105
5	0.519095
6	0.514316
7	0.516497
8	0.523524
9	0.82499
10	0.53743
11	0.563156
12	0.514716
13	0.51441
14	0.819075
15	0.553149
16	0.539499
17	0.515269
18	0.518733
19	0.552457
20	0.825834
21	0.515768
22	0.538308
23	0.515262
24	0.518839
25	0.654138
26	0.762393
27	0.548151
28	0.515658
29	0.5163
30	0.515604
31	0.515756
32	0.806281
33	0.5529
34	0.525278
35	0.518312
36	0.585035
37	0.732048
38	0.555508
39	0.662245
40	0.518564
41	0.518059
42	0.694122
43	0.807108
44	0.566369
45	0.518164
46	0.518207
47	0.51835
48	0.803511
49	0.529113
50	0.591333
51	0.518379
52	0.518314
53	0.518212
54	0.897616
55	0.535734
56	0.629579
57	0.554693
58	0.696295
59	0.916868
60	0.567843
61	0.518051
62	0.522002
63	0.559214
64	0.518015
