             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
           7404767 general-c     3015 yudhajit PD       0:00      1 (Priority)
           7404768 general-c     3016 yudhajit PD       0:00      1 (Priority)
           7404770 general-c     3017 yudhajit PD       0:00      1 (Priority)
           7404771 general-c     3018 yudhajit PD       0:00      1 (Priority)
           7404772 general-c     3019 yudhajit PD       0:00      1 (Priority)
           7404773 general-c     3020 yudhajit PD       0:00      1 (Priority)
           7404774 general-c     3021 yudhajit PD       0:00      1 (Priority)
           7404775 general-c     3022 yudhajit PD       0:00      1 (Priority)
           7404776 general-c     3023 yudhajit PD       0:00      1 (Priority)
           7404777 general-c     3024 yudhajit PD       0:00      1 (Priority)
           7404778 general-c     3025 yudhajit PD       0:00      1 (Priority)
           7404779 general-c     3026 yudhajit PD       0:00      1 (Priority)
           7404780 general-c     3027 yudhajit PD       0:00      1 (Priority)
           7404781 general-c     3028 yudhajit PD       0:00      1 (Priority)
           7404782 general-c     3029 yudhajit PD       0:00      1 (Priority)
           7404783 general-c     3030 yudhajit PD       0:00      1 (Priority)
           7404784 general-c     3031 yudhajit PD       0:00      1 (Priority)
           7404785 general-c     3032 yudhajit PD       0:00      1 (Priority)
           7404786 general-c     3033 yudhajit PD       0:00      1 (Priority)
           7404788 general-c     3034 yudhajit PD       0:00      1 (Priority)
           7404789 general-c     3035 yudhajit PD       0:00      1 (Priority)
           7404790 general-c     3036 yudhajit PD       0:00      1 (Priority)
           7404791 general-c     3037 yudhajit PD       0:00      1 (Priority)
           7404792 general-c     3038 yudhajit PD       0:00      1 (Priority)
           7404793 general-c     3039 yudhajit PD       0:00      1 (Priority)
           7404794 general-c     3040 yudhajit PD       0:00      1 (Priority)
           7404795 general-c     3041 yudhajit PD       0:00      1 (Priority)
           7404796 general-c     3042 yudhajit PD       0:00      1 (Priority)
           7404797 general-c     3043 yudhajit PD       0:00      1 (Priority)
           7404798 general-c     3044 yudhajit PD       0:00      1 (Priority)
           7404799 general-c     3045 yudhajit PD       0:00      1 (Priority)
           7404800 general-c     3046 yudhajit PD       0:00      1 (Priority)
           7404801 general-c     3047 yudhajit PD       0:00      1 (Priority)
           7404802 general-c     3048 yudhajit PD       0:00      1 (Priority)
           7404803 general-c     3049 yudhajit PD       0:00      1 (Priority)
           7404804 general-c     3050 yudhajit PD       0:00      1 (Priority)
           7404806 general-c     3051 yudhajit PD       0:00      1 (Priority)
           7404807 general-c     3052 yudhajit PD       0:00      1 (Priority)
           7404808 general-c     3053 yudhajit PD       0:00      1 (Priority)
           7404809 general-c     3054 yudhajit PD       0:00      1 (Priority)
           7404810 general-c     3055 yudhajit PD       0:00      1 (Priority)
           7404811 general-c     3056 yudhajit PD       0:00      1 (Priority)
           7404812 general-c     3057 yudhajit PD       0:00      1 (Priority)
           7404813 general-c     3058 yudhajit PD       0:00      1 (Priority)
           7404814 general-c     3059 yudhajit PD       0:00      1 (Priority)
           7404815 general-c     3060 yudhajit PD       0:00      1 (Priority)
           7404816 general-c     3061 yudhajit PD       0:00      1 (Priority)
           7404817 general-c     3062 yudhajit PD       0:00      1 (Priority)
           7404818 general-c     3063 yudhajit PD       0:00      1 (Priority)
           7404819 general-c     3064 yudhajit PD       0:00      1 (Priority)
           7404820 general-c     3065 yudhajit PD       0:00      1 (Priority)
           7404822 general-c     3066 yudhajit PD       0:00      1 (Priority)
           7404823 general-c     3067 yudhajit PD       0:00      1 (Priority)
           7404824 general-c     3068 yudhajit PD       0:00      1 (Priority)
           7404825 general-c     3069 yudhajit PD       0:00      1 (Priority)
           7404826 general-c     3070 yudhajit PD       0:00      1 (Priority)
           7404827 general-c     3071 yudhajit PD       0:00      1 (Priority)
           7404828 general-c     3072 yudhajit PD       0:00      1 (Priority)
           7404829 general-c     3073 yudhajit PD       0:00      1 (Priority)
           7404830 general-c     3074 yudhajit PD       0:00      1 (Priority)
           7404831 general-c     3075 yudhajit PD       0:00      1 (Priority)
           7404832 general-c     3076 yudhajit PD       0:00      1 (Priority)
           7404833 general-c     3077 yudhajit PD       0:00      1 (Priority)
           7404834 general-c     3078 yudhajit PD       0:00      1 (Priority)
           7404835 general-c     3079 yudhajit PD       0:00      1 (Priority)
           7404836 general-c     3080 yudhajit PD       0:00      1 (Priority)
           7404837 general-c     3081 yudhajit PD       0:00      1 (Priority)
           7404838 general-c     3082 yudhajit PD       0:00      1 (Priority)
           7404839 general-c     3083 yudhajit PD       0:00      1 (Priority)
           7404840 general-c     3084 yudhajit PD       0:00      1 (Priority)
           7404842 general-c     3085 yudhajit PD       0:00      1 (Priority)
           7404843 general-c     3086 yudhajit PD       0:00      1 (Priority)
           7404844 general-c     3087 yudhajit PD       0:00      1 (Priority)
           7404845 general-c     3088 yudhajit PD       0:00      1 (Priority)
           7404846 general-c     3089 yudhajit PD       0:00      1 (Priority)
           7404847 general-c     3090 yudhajit PD       0:00      1 (Priority)
           7404848 general-c     3091 yudhajit PD       0:00      1 (Priority)
           7404849 general-c     3092 yudhajit PD       0:00      1 (Priority)
           7404850 general-c     3093 yudhajit PD       0:00      1 (Priority)
           7404851 general-c     3094 yudhajit PD       0:00      1 (Priority)
           7404852 general-c     3095 yudhajit PD       0:00      1 (Priority)
           7404853 general-c     3096 yudhajit PD       0:00      1 (Priority)
           7404854 general-c     3097 yudhajit PD       0:00      1 (Priority)
           7404855 general-c     3098 yudhajit PD       0:00      1 (Priority)
           7404856 general-c     3099 yudhajit PD       0:00      1 (Priority)
           7404857 general-c     3100 yudhajit PD       0:00      1 (Priority)
           7404858 general-c     3101 yudhajit PD       0:00      1 (Priority)
           7404859 general-c     3102 yudhajit PD       0:00      1 (Priority)
           7404860 general-c     3103 yudhajit PD       0:00      1 (Priority)
           7404861 general-c     3104 yudhajit PD       0:00      1 (Priority)
           7404862 general-c     3105 yudhajit PD       0:00      1 (Priority)
           7404864 general-c     3106 yudhajit PD       0:00      1 (Priority)
           7404865 general-c     3107 yudhajit PD       0:00      1 (Priority)
           7404866 general-c     3108 yudhajit PD       0:00      1 (Priority)
           7404867 general-c     3109 yudhajit PD       0:00      1 (Priority)
           7404868 general-c     3110 yudhajit PD       0:00      1 (Priority)
           7404869 general-c     3111 yudhajit PD       0:00      1 (Priority)
           7404870 general-c     3112 yudhajit PD       0:00      1 (Priority)
           7404871 general-c     3113 yudhajit PD       0:00      1 (Priority)
           7404872 general-c     3114 yudhajit PD       0:00      1 (Priority)
           7404873 general-c     3115 yudhajit PD       0:00      1 (Priority)
           7404874 general-c     3116 yudhajit PD       0:00      1 (Priority)
           7404875 general-c     3117 yudhajit PD       0:00      1 (Priority)
           7404876 general-c     3118 yudhajit PD       0:00      1 (Priority)
           7404877 general-c     3119 yudhajit PD       0:00      1 (Priority)
           7404878 general-c     3120 yudhajit PD       0:00      1 (Priority)
           7404879 general-c     3121 yudhajit PD       0:00      1 (Priority)
           7404880 general-c     3122 yudhajit PD       0:00      1 (Priority)
           7404881 general-c     3123 yudhajit PD       0:00      1 (Priority)
           7404882 general-c     3124 yudhajit PD       0:00      1 (Priority)
           7404883 general-c     3125 yudhajit PD       0:00      1 (Priority)
           7404884 general-c     3126 yudhajit PD       0:00      1 (Priority)
           7404885 general-c     3127 yudhajit PD       0:00      1 (Priority)
           7404886 general-c     3128 yudhajit PD       0:00      1 (Priority)
           7404888 general-c     3129 yudhajit PD       0:00      1 (Priority)
           7404889 general-c     3130 yudhajit PD       0:00      1 (Priority)
           7404890 general-c     3131 yudhajit PD       0:00      1 (Priority)
           7404891 general-c     3132 yudhajit PD       0:00      1 (Priority)
           7404892 general-c     3133 yudhajit PD       0:00      1 (Priority)
           7404893 general-c     3134 yudhajit PD       0:00      1 (Priority)
           7404894 general-c     3135 yudhajit PD       0:00      1 (Priority)
           7404895 general-c     3136 yudhajit PD       0:00      1 (Priority)
           7404896 general-c     3137 yudhajit PD       0:00      1 (Priority)
           7404897 general-c     3138 yudhajit PD       0:00      1 (Priority)
           7404898 general-c     3139 yudhajit PD       0:00      1 (Priority)
           7404900 general-c     3140 yudhajit PD       0:00      1 (Priority)
           7404901 general-c     3141 yudhajit PD       0:00      1 (Priority)
           7404902 general-c     3142 yudhajit PD       0:00      1 (Priority)
           7404903 general-c     3143 yudhajit PD       0:00      1 (Priority)
           7404904 general-c     3144 yudhajit PD       0:00      1 (Priority)
           7404905 general-c     3145 yudhajit PD       0:00      1 (Priority)
           7404906 general-c     3146 yudhajit PD       0:00      1 (Priority)
           7404907 general-c     3147 yudhajit PD       0:00      1 (Priority)
           7404908 general-c     3148 yudhajit PD       0:00      1 (Priority)
           7404909 general-c     3149 yudhajit PD       0:00      1 (Priority)
           7404910 general-c     3150 yudhajit PD       0:00      1 (Priority)
           7404911 general-c     3151 yudhajit PD       0:00      1 (Priority)
           7404912 general-c     3152 yudhajit PD       0:00      1 (Priority)
           7404913 general-c     3153 yudhajit PD       0:00      1 (Priority)
           7404914 general-c     3154 yudhajit PD       0:00      1 (Priority)
           7404915 general-c     3155 yudhajit PD       0:00      1 (Priority)
           7404916 general-c     3156 yudhajit PD       0:00      1 (Priority)
           7404917 general-c     3157 yudhajit PD       0:00      1 (Priority)
           7404918 general-c     3158 yudhajit PD       0:00      1 (Priority)
           7404919 general-c     3159 yudhajit PD       0:00      1 (Priority)
           7404920 general-c     3160 yudhajit PD       0:00      1 (Priority)
           7404922 general-c     3161 yudhajit PD       0:00      1 (Priority)
           7404923 general-c     3162 yudhajit PD       0:00      1 (Priority)
           7404924 general-c     3163 yudhajit PD       0:00      1 (Priority)
           7404925 general-c     3164 yudhajit PD       0:00      1 (Priority)
           7404926 general-c     3165 yudhajit PD       0:00      1 (Priority)
           7404927 general-c     3166 yudhajit PD       0:00      1 (Priority)
           7404928 general-c     3167 yudhajit PD       0:00      1 (Priority)
           7404929 general-c     3168 yudhajit PD       0:00      1 (Priority)
           7404930 general-c     3169 yudhajit PD       0:00      1 (Priority)
           7404931 general-c     3170 yudhajit PD       0:00      1 (Priority)
           7404932 general-c     3171 yudhajit PD       0:00      1 (Priority)
           7404933 general-c     3172 yudhajit PD       0:00      1 (Priority)
           7404934 general-c     3173 yudhajit PD       0:00      1 (Priority)
           7404935 general-c     3174 yudhajit PD       0:00      1 (Priority)
           7404936 general-c     3175 yudhajit PD       0:00      1 (Priority)
           7404937 general-c     3176 yudhajit PD       0:00      1 (Priority)
           7404938 general-c     3177 yudhajit PD       0:00      1 (Priority)
           7404939 general-c     3178 yudhajit PD       0:00      1 (Priority)
           7404940 general-c     3179 yudhajit PD       0:00      1 (Priority)
           7404941 general-c     3180 yudhajit PD       0:00      1 (Priority)
           7404942 general-c     3181 yudhajit PD       0:00      1 (Priority)
           7404943 general-c     3182 yudhajit PD       0:00      1 (Priority)
           7404944 general-c     3183 yudhajit PD       0:00      1 (Priority)
           7404945 general-c     3184 yudhajit PD       0:00      1 (Priority)
           7404946 general-c     3185 yudhajit PD       0:00      1 (Priority)
           7404948 general-c     3186 yudhajit PD       0:00      1 (Priority)
           7404949 general-c     3187 yudhajit PD       0:00      1 (Priority)
           7404950 general-c     3188 yudhajit PD       0:00      1 (Priority)
           7404951 general-c     3189 yudhajit PD       0:00      1 (Priority)
           7404952 general-c     3190 yudhajit PD       0:00      1 (Priority)
           7404953 general-c     3191 yudhajit PD       0:00      1 (Priority)
           7404954 general-c     3192 yudhajit PD       0:00      1 (Priority)
           7404955 general-c     3193 yudhajit PD       0:00      1 (Priority)
           7404956 general-c     3194 yudhajit PD       0:00      1 (Priority)
           7404957 general-c     3195 yudhajit PD       0:00      1 (Priority)
           7404958 general-c     3196 yudhajit PD       0:00      1 (Priority)
           7404959 general-c     3197 yudhajit PD       0:00      1 (Priority)
           7404960 general-c     3198 yudhajit PD       0:00      1 (Priority)
           7404961 general-c     3199 yudhajit PD       0:00      1 (Priority)
           7404962 general-c     3200 yudhajit PD       0:00      1 (Priority)
           7404963 general-c     3201 yudhajit PD       0:00      1 (Priority)
           7404964 general-c     3202 yudhajit PD       0:00      1 (Priority)
           7404965 general-c     3203 yudhajit PD       0:00      1 (Priority)
           7404967 general-c     3204 yudhajit PD       0:00      1 (Priority)
           7404968 general-c     3205 yudhajit PD       0:00      1 (Priority)
           7404969 general-c     3206 yudhajit PD       0:00      1 (Priority)
           7404970 general-c     3207 yudhajit PD       0:00      1 (Priority)
           7404971 general-c     3208 yudhajit PD       0:00      1 (Priority)
           7404972 general-c     3209 yudhajit PD       0:00      1 (Priority)
           7404973 general-c     3210 yudhajit PD       0:00      1 (Priority)
           7404974 general-c     3211 yudhajit PD       0:00      1 (Priority)
           7404975 general-c     3212 yudhajit PD       0:00      1 (Priority)
           7404976 general-c     3213 yudhajit PD       0:00      1 (Priority)
           7404977 general-c     3214 yudhajit PD       0:00      1 (Priority)
           7404978 general-c     3215 yudhajit PD       0:00      1 (Priority)
           7404979 general-c     3216 yudhajit PD       0:00      1 (Priority)
           7404980 general-c     3217 yudhajit PD       0:00      1 (Priority)
           7404981 general-c     3218 yudhajit PD       0:00      1 (Priority)
           7404983 general-c     3219 yudhajit PD       0:00      1 (Priority)
           7404984 general-c     3220 yudhajit PD       0:00      1 (Priority)
           7404985 general-c     3221 yudhajit PD       0:00      1 (Priority)
           7404986 general-c     3222 yudhajit PD       0:00      1 (Priority)
           7404987 general-c     3223 yudhajit PD       0:00      1 (Priority)
           7404988 general-c     3224 yudhajit PD       0:00      1 (Priority)
           7404989 general-c     3225 yudhajit PD       0:00      1 (Priority)
           7404990 general-c     3226 yudhajit PD       0:00      1 (Priority)
           7404991 general-c     3227 yudhajit PD       0:00      1 (Priority)
           7404992 general-c     3228 yudhajit PD       0:00      1 (Priority)
           7404993 general-c     3229 yudhajit PD       0:00      1 (Priority)
           7404994 general-c     3230 yudhajit PD       0:00      1 (Priority)
           7404995 general-c     3231 yudhajit PD       0:00      1 (Priority)
           7404996 general-c     3232 yudhajit PD       0:00      1 (Priority)
           7404997 general-c     3233 yudhajit PD       0:00      1 (Priority)
           7404998 general-c     3234 yudhajit PD       0:00      1 (Priority)
           7405000 general-c     3235 yudhajit PD       0:00      1 (Priority)
           7405001 general-c     3236 yudhajit PD       0:00      1 (Priority)
           7405002 general-c     3237 yudhajit PD       0:00      1 (Priority)
           7405003 general-c     3238 yudhajit PD       0:00      1 (Priority)
           7405004 general-c     3239 yudhajit PD       0:00      1 (Priority)
           7405005 general-c     3240 yudhajit PD       0:00      1 (Priority)
           7405006 general-c     3241 yudhajit PD       0:00      1 (Priority)
           7405007 general-c     3242 yudhajit PD       0:00      1 (Priority)
           7405008 general-c     3243 yudhajit PD       0:00      1 (Priority)
           7405009 general-c     3244 yudhajit PD       0:00      1 (Priority)
           7405010 general-c     3245 yudhajit PD       0:00      1 (Priority)
           7405011 general-c     3246 yudhajit PD       0:00      1 (Priority)
           7405012 general-c     3247 yudhajit PD       0:00      1 (Priority)
           7405014 general-c     3248 yudhajit PD       0:00      1 (Priority)
           7405015 general-c     3249 yudhajit PD       0:00      1 (Priority)
           7405220 general-c     3250 yudhajit PD       0:00      1 (Priority)
           7405223 general-c     3251 yudhajit PD       0:00      1 (Priority)
           7405227 general-c     3252 yudhajit PD       0:00      1 (Priority)
           7405228 general-c     3253 yudhajit PD       0:00      1 (Priority)
           7405229 general-c     3254 yudhajit PD       0:00      1 (Priority)
           7405230 general-c     3255 yudhajit PD       0:00      1 (Priority)
           7405231 general-c     3256 yudhajit PD       0:00      1 (Priority)
           7405232 general-c     3257 yudhajit PD       0:00      1 (Priority)
           7405234 general-c     3258 yudhajit PD       0:00      1 (Priority)
           7405235 general-c     3259 yudhajit PD       0:00      1 (Priority)
           7405236 general-c     3260 yudhajit PD       0:00      1 (Priority)
           7405237 general-c     3261 yudhajit PD       0:00      1 (Priority)
           7405238 general-c     3262 yudhajit PD       0:00      1 (Priority)
           7405888 general-c     3263 yudhajit PD       0:00      1 (Priority)
           7405902 general-c     3264 yudhajit PD       0:00      1 (Priority)
           7405903 general-c     3265 yudhajit PD       0:00      1 (Priority)
           7405924 general-c     3266 yudhajit PD       0:00      1 (Priority)
           7405926 general-c     3267 yudhajit PD       0:00      1 (Priority)
           7405931 general-c     3268 yudhajit PD       0:00      1 (Priority)
           7405935 general-c     3269 yudhajit PD       0:00      1 (Priority)
           7405939 general-c     3270 yudhajit PD       0:00      1 (Priority)
           7405948 general-c     3271 yudhajit PD       0:00      1 (Priority)
           7405973 general-c     3272 yudhajit PD       0:00      1 (Priority)
           7406255 general-c     3273 yudhajit PD       0:00      1 (Priority)
           7387672  largemem FISBATCH  hwang48  R 1-20:13:39      1 cpn-f07-26
           7393111  largemem bwaMapL5 colella3  R 1-20:13:39      1 cpn-f07-30
           7386887  largemem 134-diet adamphil  R 1-20:13:39      2 cpn-f07-34,cpn-k06-24
           7400678  largemem FISBATCH  hwang48  R   15:32:14      1 cpn-k06-05
           7400544  largemem openfoam    jhao2  R 1-09:32:31      1 cpn-f07-22
           7397947  largemem FISBATCH  hwang48  R 1-18:31:33      1 cpn-k07-34
           7387040       gpu 4t_4_r30   hanwen  R 1-20:13:39      1 cpn-k05-11-01
           7399015  largemem 134-acet adamphil  R 1-16:18:24      1 cpn-k07-26
           7402140  largemem acetone- adamphil  R   21:29:52      1 cpn-k07-30
           7387077       gpu  4t_4_r5   hanwen  R 1-20:13:39      1 cpn-k05-11-02
           7402137  largemem acetone- adamphil  R   22:24:26      1 cpn-k07-27
           7403023  largemem acetone- adamphil  R   18:25:01      1 cpn-k07-29
           7389469       gpu  4t_4_r8   hanwen  R 1-20:13:39      1 cpn-k05-12-02
           7398152  largemem 1_1_O_at yuhanmei  R 1-11:38:50      1 cpn-k07-23
           7406194  largemem 1_1_O_at yuhanmei  R      57:47      1 cpn-k07-24
           7406199  largemem 1_1_O_at yuhanmei  R      23:22      1 cpn-f07-05
           7406197  largemem 1_1_O_at yuhanmei  R      47:03      1 cpn-k07-28
           7406196  largemem 1_1_O_at yuhanmei  R      49:11      1 cpn-k07-25
           7406192  largemem 1_1_O_at yuhanmei  R      59:57      1 cpn-f07-13
           7396296       gpu 4t_3_r16   hanwen  R 1-20:13:39      1 cpn-k05-20-01
           7396298       gpu 4t_3_r19   hanwen  R 1-20:13:39      1 cpn-k05-21-01
           7383338 general-c  MS-v8-7 mdiazara  R 1-20:13:39      1 cpn-f16-03
           7386151 general-c system_o   dindra  R 1-20:13:39      1 cpn-f16-04
           7404180       viz          nikhilpr  R   16:43:02      1 viz-m22-03
           7398930 general-c     efdc  yuanhui  R 1-17:29:35      1 cpn-d07-09-01
           7398917 general-c     efdc  yuanhui  R 1-17:30:28      1 cpn-d09-34-01
           7398896 general-c     efdc  yuanhui  R 1-17:32:33      1 cpn-d09-34-01
           7398882 general-c     efdc  yuanhui  R 1-17:33:55      1 cpn-d07-09-01
           7398874 general-c     efdc  yuanhui  R 1-17:34:31      1 cpn-d07-26-01
           7387177 general-c      eel mohsenda  R 1-20:13:39     40 cpn-k08-25-[01-02],cpn-k08-26-[01-02],cpn-k08-27-02,cpn-k08-28-02,cpn-k08-29-[01-02],cpn-k08-30-[01-02],cpn-k08-34-[01-02],cpn-k08-35-01,cpn-k08-36-01,cpn-k08-37-01,cpn-k08-38-[01-02],cpn-k08-39-[01-02],cpn-k10-01-[01-02],cpn-k10-02-01,cpn-k10-04-[01-02],cpn-k10-05-02,cpn-k10-06-02,cpn-k10-07-01,cpn-k10-08-[01-02],cpn-k10-12-[01-02],cpn-k10-13-02,cpn-k10-15-[01-02],cpn-k10-16-01,cpn-k10-17-[01-02],cpn-k10-18-02,cpn-k10-19-[01-02]
           7406086       viz              gav4  R    1:38:38      1 viz-m22-07
           7403363 general-c 21treate npaliwal  R   16:50:05      4 cpn-k11-38-01,cpn-k14-34-[01-02],cpn-k14-38-01
           7387884 general-c Train_11 mriganka  R 1-20:13:39      1 cpn-k11-39-02
           7386070 general-c splion30 karneshj  R 1-20:13:39      1 cpn-d15-33
           7386101 general-c splion61 karneshj  R 1-20:13:39      1 cpn-d16-28
           7387337 general-c      st6 amirmahd  R 1-20:13:39     20 cpn-k16-02-02,cpn-k16-03-[01-02],cpn-k16-04-[01-02],cpn-k16-05-[01-02],cpn-k16-06-[01-02],cpn-k16-07-01,cpn-k16-08-[01-02],cpn-k16-12-01,cpn-k16-13-02,cpn-k16-14-[01-02],cpn-k16-15-[01-02],cpn-k16-16-[01-02]
           7391134 general-c producti jermelgr  R 1-20:09:44     24 cpn-k11-36-01,cpn-k11-37-01,cpn-k11-40-[01-02],cpn-k11-41-01,cpn-k13-01-[01-02],cpn-k13-02-02,cpn-k13-03-01,cpn-k13-04-01,cpn-k13-39-02,cpn-k13-40-01,cpn-k13-41-[01-02],cpn-k14-01-01,cpn-k14-02-01,cpn-k14-03-02,cpn-k14-04-01,cpn-k14-18-02,cpn-k14-19-[01-02],cpn-k14-23-01,cpn-k14-40-02,cpn-k14-41-01
           7390877 general-c Lasx2adp  bpoliks  R 1-20:11:45     16 cpn-d07-27-02,cpn-d07-29-[01-02],cpn-d07-30-[01-02],cpn-d07-31-[01-02],cpn-d07-33-[01-02],cpn-d07-34-[01-02],cpn-d07-35-[01-02],cpn-d07-36-01,cpn-d07-37-[01-02]
           7387839 general-c  wplt490 karneshj  R 1-20:07:42      1 cpn-d09-24-02
           7387840 general-c  wplt495 karneshj  R 1-20:07:42      1 cpn-d09-24-02
           7387841 general-c  wplt500 karneshj  R 1-20:07:42      1 cpn-d09-25-01
           7387798 general-c  wplt300 karneshj  R 1-20:11:45      1 cpn-d14-02
           7387799 general-c  wplt305 karneshj  R 1-20:11:45      1 cpn-d14-02
           7387800 general-c  wplt310 karneshj  R 1-20:11:45      1 cpn-d15-05
           7387801 general-c  wplt315 karneshj  R 1-20:11:45      1 cpn-d15-05
           7387802 general-c  wplt320 karneshj  R 1-20:11:45      1 cpn-d15-05
           7387803 general-c  wplt325 karneshj  R 1-20:11:45      1 cpn-d15-05
           7387804 general-c  wplt330 karneshj  R 1-20:11:45      1 cpn-d15-05
           7387805 general-c  wplt335 karneshj  R 1-20:11:45      1 cpn-d15-06
           7387806 general-c  wplt340 karneshj  R 1-20:11:45      1 cpn-d15-06
           7387807 general-c  wplt345 karneshj  R 1-20:11:45      1 cpn-d15-07
           7387808 general-c  wplt350 karneshj  R 1-20:11:45      1 cpn-d15-07
           7387809 general-c  wplt355 karneshj  R 1-20:11:45      1 cpn-d15-08
           7387810 general-c  wplt360 karneshj  R 1-20:11:45      1 cpn-d15-08
           7387811 general-c  wplt365 karneshj  R 1-20:11:45      1 cpn-d15-09
           7387817 general-c  wplt395 karneshj  R 1-20:09:44      1 cpn-d07-04-01
           7387818 general-c  wplt400 karneshj  R 1-20:09:44      1 cpn-d07-04-01
           7387819 general-c  wplt405 karneshj  R 1-20:09:44      1 cpn-d07-04-02
           7387820 general-c  wplt410 karneshj  R 1-20:09:44      1 cpn-d07-04-02
           7387821 general-c  wplt415 karneshj  R 1-20:09:44      1 cpn-d07-08-02
           7387822 general-c  wplt420 karneshj  R 1-20:09:44      1 cpn-d07-08-02
           7387812 general-c  wplt370 karneshj  R 1-20:11:45      1 cpn-d15-09
           7387813 general-c  wplt375 karneshj  R 1-20:11:45      1 cpn-d15-10
           7387814 general-c  wplt380 karneshj  R 1-20:11:45      1 cpn-d15-10
           7387815 general-c  wplt385 karneshj  R 1-20:11:45      1 cpn-d15-11
           7387816 general-c  wplt390 karneshj  R 1-20:11:45      1 cpn-d15-11
           7387823 general-c  wplt425 karneshj  R 1-20:09:44      1 cpn-d07-24-02
           7387825 general-c  wplt430 karneshj  R 1-20:09:44      1 cpn-d07-25-01
           7387826 general-c  wplt435 karneshj  R 1-20:09:44      1 cpn-d07-25-01
           7387827 general-c  wplt440 karneshj  R 1-20:09:44      1 cpn-d07-25-02
           7387828 general-c  wplt445 karneshj  R 1-20:09:44      1 cpn-d07-25-02
           7387829 general-c  wplt450 karneshj  R 1-20:09:44      1 cpn-d07-26-01
           7387830 general-c  wplt455 karneshj  R 1-20:09:44      1 cpn-d07-26-01
           7387832 general-c  wplt460 karneshj  R 1-20:09:44      1 cpn-d07-26-02
           7387833 general-c  wplt465 karneshj  R 1-20:09:44      1 cpn-d07-26-02
           7387834 general-c  wplt470 karneshj  R 1-20:09:44      1 cpn-d07-28-01
           7387836 general-c  wplt475 karneshj  R 1-20:09:44      1 cpn-d07-28-01
           7387837 general-c  wplt480 karneshj  R 1-20:09:44      1 cpn-d09-24-01
           7387838 general-c  wplt485 karneshj  R 1-20:09:44      1 cpn-d09-24-01
           7397248 general-c openfoam    jhao2  R 1-18:54:55      1 cpn-f16-36
           7397277 general-c openfoam    jhao2  R 1-18:54:55      1 cpn-f16-39
           7396103 general-c Bonding_ mriganka  R 1-20:11:45      1 cpn-k16-41-02
           7406090 general-c      New   hasadi  R    1:31:29     40 cpn-k08-04-02,cpn-k08-12-02,cpn-k08-15-[01-02],cpn-k10-30-02,cpn-k10-36-01,cpn-k10-38-01,cpn-k10-39-[01-02],cpn-k10-40-[01-02],cpn-k11-24-01,cpn-k11-25-01,cpn-k11-30-01,cpn-k11-34-02,cpn-k11-35-[01-02],cpn-k13-02-01,cpn-k13-03-02,cpn-k13-05-01,cpn-k13-12-01,cpn-k13-13-02,cpn-k13-14-02,cpn-k13-16-01,cpn-k13-18-01,cpn-k14-07-02,cpn-k14-13-02,cpn-k14-24-01,cpn-k14-25-02,cpn-k14-28-01,cpn-k14-35-[01-02],cpn-k14-37-01,cpn-k14-38-02,cpn-k14-39-[01-02],cpn-k16-29-01,cpn-k16-34-01,cpn-k16-39-02,cpn-k16-40-01
           7402867 general-c openfoam    jhao2  R   19:10:41      1 cpn-f16-33
           7406115 general-c fastq-du     jw24  R       4:05      1 cpn-k08-13-01
           7406116 general-c fastq-du     jw24  R       4:05      1 cpn-k08-13-01
           7406117 general-c fastq-du     jw24  R       4:05      1 cpn-k11-23-02
           7406118 general-c fastq-du     jw24  R       4:05      1 cpn-k11-23-02
           7406119 general-c fastq-du     jw24  R       4:05      1 cpn-k13-27-01
           7406120 general-c fastq-du     jw24  R       4:05      1 cpn-k13-27-01
           7406121 general-c fastq-du     jw24  R       4:05      1 cpn-k14-17-02
           7406122 general-c fastq-du     jw24  R       4:05      1 cpn-k14-17-02
           7406114 general-c fastq-du     jw24  R       8:21      1 cpn-k10-03-02
           7406106 general-c fastq-du     jw24  R      10:29      1 cpn-k10-06-01
           7406107 general-c fastq-du     jw24  R      10:29      1 cpn-k10-06-01
           7406108 general-c fastq-du     jw24  R      10:29      1 cpn-k10-18-01
           7406109 general-c fastq-du     jw24  R      10:29      1 cpn-k10-18-01
           7406110 general-c fastq-du     jw24  R      10:29      1 cpn-k10-25-01
           7406111 general-c fastq-du     jw24  R      10:29      1 cpn-k10-25-01
           7406112 general-c fastq-du     jw24  R      10:29      1 cpn-k10-34-01
           7406113 general-c fastq-du     jw24  R      10:29      1 cpn-k10-34-01
           7406098 general-c fastq-du     jw24  R      34:02      1 cpn-k11-26-01
           7406099 general-c fastq-du     jw24  R      34:02      1 cpn-k11-26-01
           7406100 general-c fastq-du     jw24  R      34:02      1 cpn-k13-15-01
           7406101 general-c fastq-du     jw24  R      34:02      1 cpn-k13-15-01
           7406102 general-c fastq-du     jw24  R      34:02      1 cpn-k13-19-01
           7406103 general-c fastq-du     jw24  R      34:02      1 cpn-k13-19-01
           7406104 general-c fastq-du     jw24  R      34:02      1 cpn-k14-15-02
           7406105 general-c fastq-du     jw24  R      34:02      1 cpn-k14-15-02
           7406097 general-c fastq-du     jw24  R      53:27      1 cpn-k16-23-02
           7406092 general-c fastq-du     jw24  R    1:04:09      1 cpn-k08-36-02
           7406093 general-c fastq-du     jw24  R    1:04:09      1 cpn-k08-36-02
