0	-1
-1.83333	0
-1.5	0
-1.33333	-0.05
-1.16667	-0.15
-0.166667	-0.8
-1	-0.25
-0.333333	-0.6
-0.5	-0.6
-1.95	0
-1.66667	0
-0.666667	-0.3
-0.833333	-0.15
-1.33333	0
-1.16667	-0.1
-0.166667	-0.75
0.166667	-0.55
-1	-0.2
0.4	-0.35
-1.85	0
0.333333	-0.35
-0.333333	-0.55
0.25	-0.55
-1.55	0
0	-1
-0.5	-0.55
0.166667	-0.5
-0.666667	-0.25
0.25	-0.5
-0.833333	-0.1
0.333333	-0.3
-1.7	0
0.166667	-0.45
-1.33333	0.0500001
0	-0.6
-1.16667	-0.05
0.25	-0.45
-1	-0.15
0.333333	-0.25
-0.166667	-0.7
0.166667	-0.4
-0.333333	-0.5
0	-0.55
-0.5	-0.5
0.25	-0.4
-1.8	0
0.333333	-0.2
-1.5	0
0.166667	-0.35
-0.666667	-0.2
0	-0.5
-0.833333	-0.05
0.25	-0.35
-1.16667	0
0.333333	-0.15
-1	-0.1
0.166667	-0.3
-1.4	0
0	-0.45
-0.333333	-0.45
0.25	-0.3
-0.5	-0.45
0.333333	-0.1
-0.166667	-0.6
0.166667	-0.25
-0.666667	-0.15
0	-0.4
-1.65	0
0.25	-0.25
-1.16667	0.0500001
0.333333	0.1
-0.833333	0
0.166667	-0.2
-1	-0.05
0	-0.35
-0.333333	-0.4
0.25	-0.2
-0.5	-0.4
0.333333	0.15
-0.166667	-0.55
0.166667	-0.15
-1.35	0
0	-0.3
-0.666667	-0.1
0.25	-0.15
-1.16667	0.1
0.333333	0.2
-1	0
0.166667	-0.1
-0.5	-0.35
0	-0.25
-0.833333	0.0500001
0.25	-0.1
-0.333333	-0.35
0.333333	0.25
-0.166667	-0.5
0.166667	-0.05
-0.666667	-0.05
0	-0.2
-1.16667	0.15
0.25	-0.05
-1	0.0500001
0.333333	0.3
-0.5	-0.3
0.166667	0
-0.333333	-0.3
0	-0.15
-0.166667	-0.45
0.25	0
-0.833333	0.1
0.333333	0.35
-0.666667	0
0.166667	0.0500001
-1.25	0
0	-0.1
-1	0.1
0.25	0.0500001
-0.5	-0.25
0.166667	0.1
-0.333333	-0.25
0.1	-0.6
-0.166667	-0.4
0	-0.05
-0.666667	0.0500001
0.25	0.1
-0.833333	0.15
0.166667	0.15
-1.2	-0.15
0.1	-0.55
-1	0.15
0	0
-0.5	-0.2
0.25	0.15
-0.333333	-0.2
0.166667	0.2
-0.166667	-0.35
0.1	-0.5
-0.666667	0.1
0	0.0500001
-1.2	-0.1
0.25	0.2
-1	0.2
0.166667	0.25
-0.5	-0.15
0	0.1
-0.333333	-0.15
0.1	-0.45
-0.95	-0.2
0.25	0.25
-0.166667	-0.3
0.166667	0.3
-0.666667	0.15
0	0.15
-1.2	-0.05
0.1	-0.4
-1	0.25
0.25	0.3
-0.5	-0.1
0.166667	0.35
-0.333333	-0.1
0	0.2
-0.166667	-0.25
0.1	-0.35
-0.666667	0.2
0.25	0.35
-0.95	-0.15
0.166667	0.4
-1.2	0
0	0.25
-0.5	-0.05
0.1	-0.3
-1.1	-0.2
0.25	0.4
-0.333333	-0.05
0.166667	0.45
