0.333333,0.3
0.166667,0
0,-0.15
0.333333,0.35
0.166667,0.0500001
0,-0.1
0.166667,0.1
0.333333,-0.35
0,-0.05
0.166667,0.15
0.333333,-0.3
0,0
0.166667,0.2
0.333333,-0.25
0,0.0500001
0.166667,0.25
0.333333,-0.2
0,0.1
0.166667,0.3
-0.166667,-0.7
0.333333,-0.15
0,0.15
0.166667,0.35
0.333333,-0.1
0,0.2
0.166667,0.4
0,0.25
0.333333,0.1
0.166667,0.45
0,0.3
0.333333,0.15
0.166667,0.5
0,0.35
-0.5,-0.15
0.333333,0.2
-0.9,-0.1
0.166667,0.55
0,0.4
0.333333,0.25
0.166667,-0.55
0.333333,0.3
0,0.45
0.166667,-0.5
0.333333,0.35
0,0.5
0.166667,-0.45
0,0.55
-0.333333,-0.15
0.166667,-0.4
0.383334,-0.35
0,0.6
0.166667,-0.35
0.383334,-0.15
0.166667,-0.3
0,-1
0.383334,0.15
0.166667,-0.25
0,-0.6
0.383334,0.35
0.166667,-0.2
0,-0.55
0.166667,-0.15
0,-0.5
-0.616667,-0.05
0.166667,-0.1
-0.5,-0.1
-0.9,-0.05
-0.166667,-0.6
-0.333333,-0.1
0,-0.45
-0.616667,0
-1.11667,0
0.166667,-0.05
-0.5,-0.05
-0.9,0
-0.166667,-0.55
-0.333333,-0.05
0,-0.4
-0.616667,0.0500001
0.166667,0
-1.11667,0.0500001
-0.9,0.0500001
-0.5,0
-0.166667,-0.5
-0.333333,0
-0.616667,0.1
0,-0.35
0.166667,0.0500001
-0.5,0.0500001
-0.9,0.1
-0.166667,-0.45
-0.333333,0.0500001
-0.616667,0.15
0,-0.3
0.166667,0.1
-1.11667,0.1
-0.5,0.1
-0.9,0.15
-0.166667,-0.4
-0.333333,0.1
-0.616667,0.2
0,-0.25
0.166667,0.15
-0.5,0.15
-0.9,0.2
-0.166667,-0.35
-0.333333,0.15
-0.616667,0.25
0,-0.2
-1.11667,0.15
0.166667,0.2
-0.5,0.2
-0.166667,-0.3
-0.333333,0.2
-0.616667,0.3
0,-0.15
0.166667,0.25
-1.11667,0.2
-0.5,0.25
-0.166667,-0.25
-0.333333,0.25
-0.616667,0.35
0,-0.1
0.166667,0.3
-0.5,0.3
-0.166667,-0.2
-0.333333,0.3
-0.616667,0.4
0,-0.05
0.166667,0.35
-1.11667,0.25
-0.5,0.35
-0.166667,-0.15
-0.333333,0.35
0,0
0.166667,0.4
-0.566667,-0.45
-0.5,0.4
-0.166667,-0.1
-0.333333,0.4
0,0.0500001
0.166667,0.45
-0.566667,-0.4
-1.06667,-0.2
-0.5,0.45
-0.166667,-0.05
-0.333333,0.45
0,0.1
0.166667,0.5
-0.566667,-0.35
-0.5,0.5
-0.166667,0
-1.06667,-0.15
-0.333333,0.5
0,0.15
0.166667,0.55
-0.566667,-0.3
-0.5,0.55
-0.166667,0.0500001
-0.333333,0.55
0,0.2
-0.566667,-0.25
0.216667,-0.5
-1.06667,-0.1
-0.166667,0.1
-0.5,0.6
-0.333333,0.6
0,0.25
-0.566667,-0.2
0.216667,-0.45
-0.166667,0.15
-0.45,-0.55
-1.06667,-0.05
-0.283333,-0.6
0,0.3
0.216667,-0.4
-0.566667,-0.15
-0.166667,0.2
-0.45,-0.5
-0.283333,-0.55
0,0.35
0.216667,-0.35
-0.566667,-0.1
-0.166667,0.25
-1.06667,0
-0.45,-0.45
-0.283333,-0.5
0,0.4
-0.566667,-0.05
0.216667,-0.3
-0.166667,0.3
-0.45,-0.4
-0.283333,-0.45
0.216667,-0.25
-0.566667,0
0,0.45
-1.06667,0.0500001
-0.166667,0.35
-0.45,-0.35
-0.283333,-0.4
-0.566667,0.0500001
0.216667,-0.2
0,0.5
-0.166667,0.4
-0.45,-0.3
-1.06667,0.1
-0.283333,-0.35
-0.566667,0.1
0.216667,-0.15
0,0.55
-0.166667,0.45
-0.45,-0.25
-0.283333,-0.3
-0.566667,0.15
0.216667,-0.1
0,0.6
-1.06667,0.15
-0.166667,0.5
-0.45,-0.2
-0.283333,-0.25
0.216667,-0.05
-0.566667,0.2
0.05,-0.6
-0.166667,0.55
-0.45,-0.15
-0.283333,-0.2
0.216667,0
-0.566667,0.25
-1.06667,0.2
0.05,-0.55
-0.166667,0.6
-0.45,-0.1
-0.283333,-0.15
0.216667,0.0500001
-0.566667,0.3
0.05,-0.5
-0.45,-0.05
-0.166667,0.7
-0.283333,-0.1
0.216667,0.1
-0.566667,0.35
0.05,-0.45
-0.45,0
-0.166667,0.75
-0.283333,-0.05
0.216667,0.15
-0.566667,0.4
0.05,-0.4
-0.45,0.0500001
-0.166667,0.8
-0.283333,0
0.216667,0.2
-0.566667,0.45
0.05,-0.35
-0.45,0.1
-0.116667,-0.85
-0.283333,0.0500001
0.216667,0.25
0.05,-0.3
-0.45,0.15
-0.116667,-0.8
0.216667,0.3
-0.283333,0.1
-0.45,0.2
0.05,-0.25
-0.116667,-0.75
0.216667,0.35
-0.283333,0.15
-0.45,0.25
0.05,-0.2
-0.116667,-0.7
0.216667,0.4
-0.283333,0.2
-0.45,0.3
0.05,-0.15
-0.116667,-0.65
0.216667,0.45
-0.283333,0.25
-0.45,0.35
0.05,-0.1
-0.116667,-0.6
0.216667,0.5
-0.283333,0.3
-0.45,0.4
0.05,-0.05
-0.116667,-0.55
-0.283333,0.35
0.266667,-0.55
-0.45,0.45
-0.116667,-0.5
0.05,0
-0.283333,0.4
0.266667,-0.5
-0.45,0.5
-0.116667,-0.45
0.05,0.0500001
-0.283333,0.45
0.266667,-0.45
-0.45,0.55
-0.116667,-0.4
0.05,0.1
-0.283333,0.5
0.266667,-0.4
-0.4,-0.55
-0.116667,-0.35
-0.283333,0.55
0.05,0.15
0.266667,-0.35
-0.116667,-0.3
-0.4,-0.5
-0.283333,0.6
0.05,0.2
0.266667,-0.3
-0.116667,-0.25
-0.4,-0.45
0.266667,-0.25
0.05,0.25
-0.233333,-0.75
-0.116667,-0.2
-0.4,-0.4
0.266667,-0.2
0.05,0.3
-0.233333,-0.6
-0.116667,-0.15
-0.4,-0.35
0.266667,-0.15
0.05,0.35
-0.233333,-0.55
-0.116667,-0.1
-0.4,-0.3
0.266667,-0.1
0.05,0.4
-0.233333,-0.5
-0.116667,-0.05
-0.4,-0.25
0.266667,-0.05
0.05,0.45
-0.233333,-0.45
-0.116667,0
-0.4,-0.2
0.266667,0.0500001
0.05,0.5
-0.233333,-0.4
-0.116667,0.0500001
-0.4,-0.15
0.266667,0.1
0.05,0.55
-0.233333,-0.35
-0.116667,0.1
-0.4,-0.1
0.266667,0.15
0.05,0.6
-0.233333,-0.3
-0.116667,0.15
-0.4,-0.05
0.266667,0.2
0.1,-0.6
-0.233333,-0.25
-0.116667,0.2
-0.4,0
0.266667,0.25
0.1,-0.55
-0.233333,-0.2
-0.116667,0.25
-0.4,0.0500001
0.266667,0.3
0.1,-0.5
-0.233333,-0.15
-0.116667,0.3
-0.4,0.1
0.266667,0.35
0.1,-0.45
-0.233333,-0.1
-0.116667,0.35
-0.4,0.15
0.266667,0.4
0.1,-0.4
-0.233333,-0.05
-0.116667,0.4
-0.4,0.2
0.266667,0.45
0.1,-0.35
-0.233333,0
-0.116667,0.45
-0.4,0.25
0.266667,0.5
0.1,-0.3
-0.233333,0.0500001
-0.116667,0.5
-0.4,0.3
0.266667,0.55
0.1,-0.25
-0.233333,0.1
-0.116667,0.55
-0.4,0.35
0.1,-0.2
-0.233333,0.15
-0.116667,0.6
-0.4,0.4
-0.233333,0.2
0.1,-0.15
-0.116667,0.65
-0.4,0.45
-0.233333,0.25
0.1,-0.1
-0.116667,0.7
-0.4,0.5
-0.233333,0.3
0.1,-0.05
-0.116667,0.75
-0.4,0.55
-0.233333,0.35
0.1,0
-0.116667,0.8
-0.233333,0.4
0.1,0.0500001
-0.116667,0.85
-0.233333,0.45
0.1,0.1
-0.0666666,-0.8
-0.233333,0.5
0.1,0.15
-0.0666666,-0.75
-0.233333,0.55
0.1,0.2
-0.0666666,-0.7
-0.233333,0.6
0.1,0.25
-0.0666666,-0.6
0.1,0.3
-0.233333,0.75
-0.0666666,-0.55
0.1,0.35
-0.0666666,-0.5
0.1,0.4
-0.0666666,-0.45
0.1,0.45
-0.0666666,-0.4
0.1,0.5
-0.0666666,-0.35
0.1,0.55
-0.0666666,-0.3
0.1,0.6
-0.0666666,-0.25
-0.0666666,-0.2
-0.0666666,-0.15
-0.0666666,-0.1
-0.0666666,-0.05
-0.0666666,0
-0.0666666,0.0500001
-0.0666666,0.1
-0.0666666,0.15
-0.0666666,0.2
-0.0666666,0.25
-0.0666666,0.3
-0.0666666,0.35
-0.0666666,0.4
-0.0666666,0.45
-0.0666666,0.5
-0.0666666,0.55
-0.0666666,0.6
-0.0666666,0.7
-0.0666666,0.75
-0.0666666,0.8
0.05	1.835
AND LO!
