8	0.0853569

16	117.062

32	258.983

64	470.312

128	808.693

256	1414.68

512	2277.17

1024	2970.87

2048	3442.94

4096	3834.78

8192	4031.58

16384	3876.84

32768	96.4884

65536	1926.63

131072	1714.05

262144	3092.72

524288	198.479

1.04858e+06	450.879

2.09715e+06	833.342

4.1943e+06	1789.19

8.38861e+06	2360.05

1.67772e+07	4834.49

3.35544e+07	5743.31

